image,image_name,MAP,UQ[VR],UQ[IE],UQ[MI],UQ[TR],UQ[PS],MAP[50],MAP[75],MAP[Small],MAP[Medium],MAP[Large],MAR[1],MAR[5],MAR[100],MAR[Small],MAR[Medium],MAR[Large]
16,dataset/origimg/org/image_top264.jpg,0.5884515643119812,0.0,0.3603236363636364,0.09106628776491822,576291.8605722642,8611.318513822434,0.5884515643119812,-1.0,-1.0,-1.0,0.5884515643119812,0.550000011920929,1.0,1.0,-1.0,-1.0,1.0
17,dataset/origimg/org/image_top535.jpg,0.2750641107559204,0.0,0.4449785714285714,0.11534762417677766,491862.87070104165,8906.580313606177,0.2750641107559204,-1.0,-1.0,0.5577875375747681,-1.0,0.07500000298023224,0.512499988079071,0.5625,-1.0,0.5625,-1.0
18,dataset/origimg/org/image_top16.jpg,0.5882353186607361,0.0,0.34155230769230777,0.06986893284660434,222381.96031709353,5810.010219814563,0.5882353186607361,-1.0,-1.0,-1.0,0.5882353186607361,0.550000011920929,1.0,1.0,-1.0,-1.0,1.0
19,dataset/origimg/org/image_open8.jpg,0.48863455653190613,0.0,0.419154,0.12112875500075135,473385.3114885147,9852.201011958394,0.48863455653190613,-1.0,-1.0,0.781806468963623,0.34966573119163513,0.11666666716337204,0.800000011920929,0.8833333253860474,-1.0,0.824999988079071,1.0
20,dataset/origimg/org/image_open43.jpg,0.45428282022476196,0.0,0.3707476923076923,0.10524822216385815,652140.3601387169,9230.025738120243,0.45428282022476196,-1.0,-1.0,0.5049505233764648,0.5118016004562378,0.1666666716337204,0.6666666865348816,0.6666666865348816,-1.0,0.5,1.0
21,dataset/origimg/org/image_top468.jpg,0.499797523021698,0.0,0.40388111111111114,0.08360840449529788,322164.0944231276,6286.03026318063,0.499797523021698,-1.0,-1.0,0.6340750455856323,0.4168216288089752,0.0714285746216774,0.48571428656578064,0.7428571581840515,-1.0,0.675000011920929,0.8333333134651184
22,dataset/origimg/org/image_open44.jpg,0.04846274107694626,0.0,0.5034292307692309,0.0883832933260361,231900.012085634,6330.463885858365,0.04846274107694626,-1.0,-1.0,0.28861385583877563,-1.0,0.02500000037252903,0.2750000059604645,0.30000001192092896,-1.0,0.30000001192092896,-1.0
23,dataset/origimg/org/image_top31.jpg,-1.0,0.0,0.489108,0.09586848364697961,300351.97525854973,7767.912622610692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24,dataset/origimg/org/image_top267.jpg,0.32012230157852173,0.0,0.3541507142857143,0.07161246153120253,440662.4712994929,8835.40859464079,0.32012230157852173,-1.0,-1.0,0.731102466583252,-1.0,0.15000000596046448,0.7250000238418579,0.75,-1.0,0.75,-1.0
25,dataset/origimg/org/image_open17.jpg,0.3267490565776825,0.0,0.3205914285714285,0.09242566681817446,870966.593960428,17456.4504953178,0.3267490565776825,-1.0,-1.0,-1.0,0.3445437550544739,0.30000001192092896,0.8500000238418579,0.8500000238418579,-1.0,-1.0,0.8500000238418579
26,dataset/origimg/org/image_top240.jpg,0.4166666567325592,0.0,0.5131279999999999,0.08667944903223418,268823.8071104322,6564.943908225003,0.4166666567325592,-1.0,-1.0,-1.0,0.4166666567325592,0.20000000298023224,1.0,1.0,-1.0,-1.0,1.0
27,dataset/origimg/org/image_top402.jpg,0.5493691563606262,0.0,0.314355,0.0728243015517853,325362.54664156405,7567.401415914439,0.5493691563606262,-1.0,-1.0,0.670927107334137,0.6098560690879822,0.09166666865348816,0.5833333134651184,0.7833333611488342,-1.0,0.675000011920929,1.0
28,dataset/origimg/org/image_top241.jpg,0.15867337584495544,0.0,0.2974733333333333,0.06402137379862215,489242.2853858459,8524.314577111505,0.15867337584495544,-1.0,-1.0,0.3999652564525604,-1.0,0.125,0.42500001192092896,0.42500001192092896,-1.0,0.42500001192092896,-1.0
29,dataset/origimg/org/image_open38.jpg,0.3430480659008026,0.0,0.37590199999999996,0.11423802626886391,405659.0472736583,6005.228247369904,0.3430480659008026,-1.0,-1.0,0.8434573411941528,-1.0,0.07500000298023224,0.824999988079071,0.875,-1.0,0.875,-1.0
30,dataset/origimg/org/image_top55.jpg,0.4264295697212219,0.0,0.26653285714285707,0.061988257743713485,290520.8953686808,6180.14983060712,0.4264295697212219,-1.0,-1.0,0.5722772479057312,0.4090140163898468,0.07500000298023224,0.5166666507720947,0.6583333611488342,-1.0,0.6166666746139526,0.699999988079071
31,dataset/origimg/org/image_top319.jpg,0.2383512407541275,0.0,0.23005894736842103,0.04041990526029404,480015.4616325916,7008.610686471713,0.2383512407541275,-1.0,-1.0,0.368754506111145,0.18212610483169556,0.02500000037252903,0.42500001192092896,0.4749999940395355,-1.0,0.4300000071525574,0.699999988079071
32,dataset/origimg/org/image_top54.jpg,0.535993218421936,0.0,0.19792588235294117,0.043539847742386964,219929.66133195005,4278.681645047096,0.535993218421936,-1.0,-1.0,0.4801980257034302,0.7707794904708862,0.12857143580913544,0.5,0.6928571462631226,-1.0,0.48750001192092896,0.9666666388511658
33,dataset/origimg/org/image_top57.jpg,0.4546733498573303,0.0,0.39249999999999996,0.08867673248422216,436025.5094743205,5216.865697146966,0.4546733498573303,-1.0,-1.0,-1.0,0.4546733498573303,0.4000000059604645,0.949999988079071,0.949999988079071,-1.0,-1.0,0.949999988079071
34,dataset/origimg/org/image_open55.jpg,0.40229061245918274,0.0,0.40366928571428573,0.08114459564367904,329132.20667328633,5266.609782938591,0.40229061245918274,-1.0,-1.0,0.5220522284507751,0.6744645237922668,0.1875,0.625,0.6499999761581421,-1.0,0.5333333611488342,1.0
35,dataset/origimg/org/image_top175.jpg,0.6386277079582214,0.0,0.31787750000000004,0.06521379480533851,502383.51076657686,11251.080779534444,0.6386277079582214,-1.0,-1.0,-1.0,0.6386277079582214,0.550000011920929,1.0,1.0,-1.0,-1.0,1.0
36,dataset/origimg/org/image_top233.jpg,0.754351019859314,0.0,0.14320777777777777,0.031572098084497846,663507.4218528452,12308.034793901814,0.754351019859314,-1.0,-1.0,1.0,0.6052069067955017,0.22499999403953552,0.862500011920929,0.9375,-1.0,1.0,0.9166666865348816
37,dataset/origimg/org/image_open58.jpg,0.40673133730888367,0.0,0.36671333333333334,0.09282526770598584,355553.4591079675,6384.579500296463,0.40673133730888367,-1.0,-1.0,0.5049505233764648,0.5,0.10000000149011612,0.6666666865348816,0.6666666865348816,-1.0,0.5,1.0
38,dataset/origimg/org/image_top442.jpg,0.6812058687210083,0.0,0.2114492857142857,0.06953816784955849,353042.72421482665,7608.766678998705,0.6812058687210083,-1.0,-1.0,0.8415841460227966,0.7221361398696899,0.13750000298023224,0.824999988079071,0.9375,-1.0,0.8500000238418579,0.9666666388511658
39,dataset/origimg/org/image_top58.jpg,0.4076716899871826,0.0,0.3771748275862069,0.044089125032051174,193012.1813774382,3861.4168164059356,0.4076716899871826,-1.0,-1.0,0.46752220392227173,0.4042617082595825,0.009999999776482582,0.18000000715255737,0.5350000262260437,-1.0,0.4699999988079071,0.7300000190734863
40,dataset/origimg/org/image_top120.jpg,0.330341637134552,0.0,0.1846113333333333,0.046943125363545696,209130.8361959681,6088.313031495942,0.330341637134552,-1.0,-1.0,0.6866216659545898,-1.0,0.06666667014360428,0.6000000238418579,0.7166666388511658,-1.0,0.7166666388511658,-1.0
41,dataset/origimg/org/image_top45.jpg,0.44108647108078003,0.0,0.403721052631579,0.05921807253079388,336418.0405935433,6686.034939240786,0.44108647108078003,-1.0,-1.0,0.6701889634132385,0.3624997138977051,0.09000000357627869,0.5799999833106995,0.7200000286102295,-1.0,0.6875,0.8500000238418579
42,dataset/origimg/org/image_top549.jpg,0.14962273836135864,0.0,0.33827875,0.09427351257680135,467774.2487637999,10743.330871058633,0.14962273836135864,-1.0,-1.0,0.0,0.29868245124816895,0.07500000298023224,0.4749999940395355,0.4749999940395355,-1.0,0.0,0.949999988079071
43,dataset/origimg/org/image_top358.jpg,0.5787978172302246,0.0,0.29618285714285714,0.06655523885771157,479951.1310604657,7643.28771916955,0.5787978172302246,-1.0,-1.0,0.6893200874328613,0.6483131647109985,0.17499999701976776,0.75,0.8374999761581421,-1.0,0.7250000238418579,0.949999988079071
44,dataset/origimg/org/image_top579.jpg,0.17922592163085938,0.0,0.46231599999999995,0.08738574266390926,562158.0666641847,12487.11599792209,0.17922592163085938,-1.0,-1.0,0.4064257740974426,-1.0,0.13333334028720856,0.4333333373069763,0.44999998807907104,-1.0,0.44999998807907104,-1.0
45,dataset/origimg/org/image_top325.jpg,0.8063778281211853,0.0,0.28026133333333336,0.06704072690989296,370997.5015300626,7204.580978618921,0.8063778281211853,-1.0,-1.0,1.0,0.8154892325401306,0.3333333432674408,0.9333333373069763,1.0,-1.0,1.0,1.0
46,dataset/origimg/org/image_top552.jpg,0.4488333463668823,0.0,0.4522433333333333,0.07446056409309164,338626.8856106627,6639.568817320614,0.4488333463668823,-1.0,-1.0,0.7775354981422424,-1.0,0.1666666716337204,0.7166666388511658,0.800000011920929,-1.0,0.800000011920929,-1.0
47,dataset/origimg/org/image_top28.jpg,0.4878048896789551,0.0,0.3381827272727272,0.055265626453783856,404685.3844981918,8290.518459149427,0.4878048896789551,-1.0,-1.0,1.0,-1.0,0.30000001192092896,1.0,1.0,-1.0,1.0,-1.0
48,dataset/origimg/org/image_top245.jpg,0.7216142416000366,0.0,0.333433076923077,0.05915280850416274,477738.1479870693,6094.356692336411,0.7216142416000366,-1.0,-1.0,1.0,0.6546767950057983,0.30000001192092896,1.0,1.0,-1.0,1.0,1.0
49,dataset/origimg/org/image_top474.jpg,0.5899689197540283,0.0,0.2903716666666667,0.05984779435868298,300092.73143690143,7231.163793528856,0.5899689197540283,-1.0,-1.0,-1.0,0.5899689197540283,0.21250000596046448,0.7250000238418579,0.75,-1.0,-1.0,0.75
