image,image_name,MAP,UQ[VR],UQ[IE],UQ[MI],UQ[TR],UQ[PS],MAP[50],MAP[75],MAP[Small],MAP[Medium],MAP[Large],MAR[1],MAR[5],MAR[100],MAR[Small],MAR[Medium],MAR[Large]
115,dataset/origimg/org/image_open25.jpg,1.0,0.0,0.20541,-2.2677031807916137e-08,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0
116,dataset/origimg/org/image_top145.jpg,0.5049505233764648,0.0,0.01432,7.444379929114758e-07,0.0,-1.0,0.5049505233764648,-1.0,-1.0,0.0,1.0,0.5,0.5,0.5,-1.0,0.0,1.0
117,dataset/origimg/org/image_top179.jpg,1.0,0.0,0.00246,1.6428484371114153e-06,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0
118,dataset/origimg/org/image_top295.jpg,0.7524752616882324,0.0,0.22857666666666668,-1.597911946312619e-06,0.0,-1.0,0.7524752616882324,-1.0,-1.0,0.7524752616882324,-1.0,0.25,0.75,0.75,-1.0,0.75,-1.0
119,dataset/origimg/org/image_top318.jpg,0.6633663177490234,0.0,0.086245,-3.317991459094588e-06,0.0,-1.0,0.6633663177490234,-1.0,-1.0,0.6633663177490234,-1.0,0.3333333432674408,0.6666666865348816,0.6666666865348816,-1.0,0.6666666865348816,-1.0
122,dataset/origimg/org/image_top34.jpg,1.0,0.0,0.00954,2.202628722910299e-06,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0
123,dataset/origimg/org/image_top514.jpg,0.40594059228897095,0.0,0.03204,1.3087414283755039e-06,0.0,-1.0,0.40594059228897095,-1.0,-1.0,0.40594059228897095,-1.0,0.20000000298023224,0.4000000059604645,0.4000000059604645,-1.0,0.4000000059604645,-1.0
124,dataset/origimg/org/image_top506.jpg,0.5049505233764648,0.0,0.33805666666666667,-6.735903569321479e-07,0.0,-1.0,0.5049505233764648,-1.0,-1.0,0.5049505233764648,0.5049505233764648,0.25,0.5,0.5,-1.0,0.5,0.5
125,dataset/origimg/org/image_open51.jpg,0.22772277891635895,0.0,0.10858000000000001,9.764887382336662e-07,0.0,-1.0,0.22772277891635895,-1.0,-1.0,0.12871287763118744,1.0,0.1111111119389534,0.2222222238779068,0.2222222238779068,-1.0,0.125,1.0
126,dataset/origimg/org/image_top348.jpg,1.0,0.0,0.009915,-1.2934406952069735e-06,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.25,1.0,1.0,-1.0,1.0,1.0
127,dataset/origimg/org/image_top52.jpg,1.0,0.0,0.0119275,-2.5886374547291757e-06,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.25,1.0,1.0,-1.0,1.0,-1.0
128,dataset/origimg/org/image_top313.jpg,1.0,0.0,0.00836,8.537562973835386e-07,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,1.0
131,dataset/origimg/org/image_top189.jpg,1.0,0.0,0.15895666666666666,2.3301220058551018e-07,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.3333333432674408,1.0,1.0,-1.0,1.0,1.0
132,dataset/origimg/org/image_top62.jpg,1.0,0.0,0.00052,2.668593438516693e-06,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0
134,dataset/origimg/org/image_open47.jpg,0.4628712832927704,0.0,0.21217999999999998,7.986748889552558e-07,0.0,-1.0,0.4628712832927704,-1.0,-1.0,0.33993399143218994,1.0,0.1666666716337204,0.5,0.5,-1.0,0.4000000059604645,1.0
135,dataset/origimg/org/image_top303.jpg,1.0,0.0,0.20202666666666666,8.223429391030455e-07,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.3333333432674408,1.0,1.0,-1.0,1.0,1.0
136,dataset/origimg/org/image_top297.jpg,1.0,0.0,0.002045,1.2153595818261672e-06,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,1.0
137,dataset/origimg/org/image_top586.jpg,0.3366336524486542,0.0,0.0,-2.6922748833036627e-09,0.0,-1.0,0.3366336524486542,-1.0,-1.0,0.0,1.0,0.3333333432674408,0.3333333432674408,0.3333333432674408,-1.0,0.0,1.0
138,dataset/origimg/org/image_top371.jpg,1.0,0.0,0.34490333333333334,1.0406651933243631e-06,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.3333333432674408,1.0,1.0,-1.0,1.0,1.0
139,dataset/origimg/org/image_open7.jpg,1.0,0.0,0.00584,-3.382941507218233e-06,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0
140,dataset/origimg/org/image_top499.jpg,1.0,0.0,0.018155,-4.208983982962748e-06,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,1.0
141,dataset/origimg/org/image_top113.jpg,1.0,0.0,0.04594,-8.010287395332494e-07,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0
142,dataset/origimg/org/image_top42.jpg,0.7524752616882324,0.0,0.40293399999999996,8.428004138856353e-07,0.0,-1.0,0.7524752616882324,-1.0,-1.0,0.6633663177490234,0.8349835276603699,0.20000000298023224,0.800000011920929,0.800000011920929,-1.0,0.6666666865348816,1.0
143,dataset/origimg/org/image_top53.jpg,0.5049505233764648,0.0,0.04698333333333333,-2.2351206786670277e-07,0.0,-1.0,0.5049505233764648,-1.0,-1.0,0.40594059228897095,1.0,0.1666666716337204,0.5,0.5,-1.0,0.4000000059604645,1.0
144,dataset/origimg/org/image_top156.jpg,1.0,0.0,0.020353333333333334,-1.8405213537683758e-06,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.3333333432674408,1.0,1.0,-1.0,1.0,1.0
145,dataset/origimg/org/image_top27.jpg,1.0,0.0,0.0401,2.433284591381313e-06,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0
146,dataset/origimg/org/image_open40.jpg,1.0,0.0,0.04222,2.1466459399106796e-07,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.5,1.0,1.0,-1.0,1.0,-1.0
147,dataset/origimg/org/image_top353.jpg,1.0,0.0,0.0409,-2.317730878676318e-06,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.3333333432674408,1.0,1.0,-1.0,1.0,1.0
148,dataset/origimg/org/image_top457.jpg,1.0,0.0,0.1684925,-2.279794233554463e-06,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.25,1.0,1.0,-1.0,-1.0,1.0
149,dataset/origimg/org/image_top197.jpg,1.0,0.0,0.3119133333333333,6.85698923022374e-07,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.3333333432674408,1.0,1.0,-1.0,1.0,1.0
151,dataset/origimg/org/image_top305.jpg,1.0,0.0,0.002276666666666667,-1.2973411498866382e-06,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.3333333432674408,1.0,1.0,-1.0,-1.0,1.0
152,dataset/origimg/org/image_top133.jpg,1.0,0.0,0.01917,-1.5760239868191361e-07,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0
153,overall,0.7194812893867493,0.0,0.13337686237757512,2.2001673128871344e-08,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,1.0
